,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
50889,50890,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
50898,50899,0.71,Ideal,H,SI2,62.7,55.0,2317,5.68,5.64,3.56
50900,50901,0.56,Premium,F,VS2,60.7,57.0,2318,5.39,5.35,3.26
50901,50902,0.54,Very Good,D,VVS2,62.1,55.0,2318,5.21,5.26,3.25
50903,50904,0.72,Very Good,G,SI1,63.3,53.0,2318,5.73,5.68,3.61
50906,50907,0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
50907,50908,0.7,Good,D,SI1,64.2,60.0,2318,5.62,5.59,3.6
50913,50914,0.72,Premium,F,SI1,62.6,59.0,2318,5.74,5.69,3.58
50918,50919,0.7,Good,D,SI1,64.2,62.0,2318,5.52,5.48,3.53
50922,50923,0.7,Ideal,F,SI1,61.6,56.0,2319,5.73,5.67,3.51
50924,50925,0.7,Premium,F,SI1,61.9,58.0,2319,5.69,5.65,3.51
50932,50933,0.71,Ideal,I,SI1,61.0,56.0,2319,5.75,5.78,3.52
50933,50934,0.7,Premium,D,SI2,62.1,60.0,2319,5.73,5.71,3.55
50936,50937,0.51,Very Good,E,VVS2,61.3,55.0,2320,5.14,5.16,3.16
50937,50938,0.51,Very Good,E,VVS2,61.8,56.0,2320,5.13,5.16,3.18
50944,50945,0.8,Very Good,J,VS1,63.4,56.0,2321,5.9,5.87,3.73
50955,50956,0.59,Ideal,G,VVS1,61.5,57.0,2322,5.36,5.4,3.31
50960,50961,0.54,Ideal,D,VVS2,61.2,55.0,2323,5.31,5.25,3.23
50963,50964,0.61,Ideal,E,VS1,62.1,57.0,2324,5.41,5.47,3.38
50965,50966,0.6,Ideal,D,VS2,61.5,55.0,2325,5.42,5.45,3.34
50972,50973,0.31,Very Good,H,VS1,61.5,61.0,544,4.31,4.34,2.66
50974,50975,0.31,Very Good,H,VS1,61.8,61.0,544,4.32,4.36,2.68
50979,50980,0.31,Very Good,G,VS2,61.0,56.0,544,4.35,4.37,2.66
50983,50984,0.31,Premium,G,VS2,61.7,58.0,544,4.32,4.34,2.67
50985,50986,0.31,Ideal,H,VS1,62.4,55.0,544,4.33,4.36,2.71
50987,50988,0.31,Ideal,G,VS2,62.7,57.0,544,4.31,4.34,2.71
50990,50991,0.31,Good,E,SI1,63.1,57.0,544,4.3,4.35,2.73
50992,50993,0.31,Very Good,E,SI1,62.3,56.0,544,4.37,4.4,2.73
50993,50994,0.31,Very Good,E,SI1,62.8,57.0,544,4.32,4.34,2.72
50994,50995,0.31,Premium,G,VS2,61.7,59.0,544,4.31,4.34,2.67
50996,50997,0.31,Premium,G,VS2,60.9,58.0,544,4.35,4.38,2.66
50998,50999,0.31,Premium,I,VVS2,62.1,58.0,544,4.3,4.33,2.68
51001,51002,0.73,Very Good,F,SI1,59.3,61.0,2326,5.82,5.85,3.46
51002,51003,0.59,Premium,D,VS1,61.9,58.0,2326,5.37,5.32,3.31
51004,51005,0.76,Good,I,SI1,64.3,60.0,2326,5.69,5.64,3.64
51006,51007,0.7,Ideal,H,SI2,61.6,56.0,2326,5.77,5.72,3.53
51007,51008,1.0,Fair,G,SI2,70.2,58.0,2326,6.0,5.73,4.13
51009,51010,0.73,Ideal,I,VS2,62.1,54.0,2327,5.79,5.8,3.6
51010,51011,0.73,Ideal,I,VS2,61.6,54.0,2327,5.81,5.84,3.59
51017,51018,0.71,Very Good,I,VS1,63.3,56.0,2327,5.69,5.65,3.59
51018,51019,0.71,Good,I,VS1,61.5,64.0,2327,5.76,5.65,3.51
51023,51024,0.74,Premium,F,SI2,59.6,58.0,2328,5.91,5.87,3.51
51025,51026,0.71,Ideal,H,SI1,60.7,59.0,2328,5.75,5.81,3.51
51026,51027,0.76,Fair,H,SI1,61.9,70.0,2328,5.84,5.77,3.59
51027,51028,0.74,Premium,G,SI2,62.8,54.0,2328,5.76,5.73,3.61
51029,51030,0.71,Ideal,E,SI1,62.0,56.0,2329,5.77,5.72,3.56
51032,51033,0.48,Very Good,D,VVS2,59.5,57.0,2329,5.16,5.12,3.06
51047,51048,0.73,Ideal,H,SI1,62.8,57.0,2330,5.77,5.72,3.61
51052,51053,0.55,Premium,D,VVS2,58.7,57.0,2331,5.44,5.39,3.18
51062,51063,0.71,Very Good,I,VS1,61.1,57.0,2332,5.75,5.8,3.53
51066,51067,0.7,Ideal,E,SI2,62.0,58.0,2332,5.66,5.7,3.52
51068,51069,0.72,Premium,E,SI1,62.8,52.0,2333,5.78,5.72,3.61
51070,51071,0.71,Very Good,F,SI1,61.1,57.0,2333,5.71,5.74,3.5
51071,51072,0.71,Very Good,F,SI1,61.9,56.0,2333,5.67,5.7,3.52
51072,51073,0.7,Premium,F,SI1,62.5,59.0,2333,5.65,5.67,3.54
51073,51074,0.96,Good,I,I1,58.6,64.0,2333,6.34,6.26,3.69
51076,51077,0.7,Premium,E,SI1,62.9,58.0,2333,5.68,5.61,3.55
51082,51083,0.71,Very Good,G,SI1,61.7,56.0,2334,5.7,5.74,3.53
51091,51092,0.73,Ideal,I,VS2,62.2,54.0,2335,5.76,5.78,3.59
51094,51095,0.7,Good,I,VVS2,59.7,59.0,2335,5.73,5.77,3.43
51100,51101,0.56,Very Good,G,VVS2,62.1,55.6,2336,5.29,5.31,3.29
51105,51106,0.72,Very Good,I,VS2,63.9,58.0,2337,5.65,5.68,3.62
51112,51113,0.83,Good,H,SI2,63.9,56.0,2337,5.99,5.93,3.81
51116,51117,0.76,Ideal,H,SI1,61.7,56.0,2338,5.87,5.84,3.61
51118,51119,0.7,Fair,G,VS2,65.3,57.0,2338,5.58,5.47,3.61
51122,51123,0.82,Fair,G,SI1,66.4,54.0,2339,5.87,5.82,3.88
51127,51128,1.05,Premium,I,I1,61.8,56.0,2339,6.53,6.48,4.02
51136,51137,0.78,Ideal,E,SI2,60.8,56.0,2340,5.98,5.92,3.62
51144,51145,0.71,Very Good,F,SI1,63.1,57.0,2343,5.69,5.66,3.58
51145,51146,0.7,Ideal,I,SI1,61.2,55.0,2343,5.71,5.76,3.51
51148,51149,0.71,Very Good,E,SI2,58.4,63.0,2343,5.85,5.8,3.4
51151,51152,0.81,Premium,H,SI2,60.0,59.0,2344,6.03,5.97,3.62
51153,51154,0.62,Fair,E,VS1,58.8,67.0,2344,5.66,5.57,3.29
51157,51158,0.72,Very Good,E,SI2,59.8,58.0,2345,5.84,5.86,3.5
51164,51165,0.71,Good,F,SI1,63.6,54.0,2345,5.65,5.61,3.58
51165,51166,0.51,Premium,F,VS1,60.2,58.0,2346,5.25,5.21,3.15
51176,51177,0.73,Premium,F,SI1,62.4,55.0,2346,5.78,5.71,3.59
51180,51181,0.71,Ideal,E,VS2,62.5,56.0,2347,5.7,5.75,3.58
51182,51183,0.72,Ideal,I,VS2,62.1,58.0,2347,5.74,5.72,3.57
51190,51191,0.91,Good,I,SI1,64.0,58.0,2348,6.01,5.99,3.84
51191,51192,0.7,Ideal,F,SI1,61.5,56.0,2348,5.74,5.7,3.52
51195,51196,0.6,Premium,F,VVS2,61.3,59.0,2350,5.45,5.41,3.33
51196,51197,0.73,Ideal,G,SI1,62.5,55.0,2351,5.78,5.74,3.6
51197,51198,0.61,Very Good,G,VVS2,62.3,59.0,2351,5.4,5.45,3.38
51202,51203,0.7,Fair,H,VS2,67.8,56.0,2351,5.42,5.38,3.66
51208,51209,0.73,Premium,I,VVS2,61.5,58.0,2351,5.78,5.73,3.54
51211,51212,0.71,Premium,H,VS2,62.2,59.0,2352,5.68,5.64,3.52
51215,51216,0.7,Ideal,G,SI1,62.2,56.0,2352,5.72,5.69,3.55
51220,51221,0.7,Premium,I,VVS2,60.1,59.0,2352,5.8,5.72,3.46
51223,51224,0.71,Fair,D,SI1,65.1,59.0,2352,5.59,5.56,3.63
51224,51225,0.7,Premium,G,SI1,62.0,61.0,2352,5.71,5.68,3.53
51226,51227,0.7,Premium,G,SI1,59.0,62.0,2352,5.77,5.75,3.4
51229,51230,0.72,Premium,G,SI1,62.8,60.0,2352,5.78,5.68,3.6
51231,51232,0.56,Ideal,E,VS1,60.0,55.0,2352,5.43,5.4,3.25
51232,51233,0.7,Ideal,G,SI1,62.7,57.0,2352,5.69,5.64,3.55
51234,51235,0.7,Very Good,G,VS2,63.2,57.0,2353,5.61,5.66,3.56
51241,51242,0.71,Very Good,H,SI1,62.1,61.0,2354,5.63,5.71,3.52
51242,51243,0.7,Premium,F,SI1,61.5,57.0,2354,5.74,5.68,3.51
51245,51246,0.7,Premium,F,SI1,62.5,59.0,2354,5.67,5.65,3.54
51251,51252,0.7,Ideal,F,SI2,62.0,56.0,2355,5.68,5.71,3.53
51252,51253,0.73,Ideal,F,SI2,62.2,60.0,2355,5.72,5.75,3.57
51257,51258,0.54,Ideal,F,VVS1,60.5,55.0,2356,5.31,5.33,3.22
51260,51261,0.58,Ideal,E,VS2,61.6,55.0,2357,5.36,5.39,3.31
51264,51265,0.83,Good,F,SI2,57.5,61.0,2358,6.22,6.17,3.56
51265,51266,0.6,Ideal,F,VS2,61.5,56.0,2358,5.43,5.47,3.35
51268,51269,0.82,Fair,H,SI2,65.1,58.0,2358,5.86,5.81,3.8
51269,51270,0.72,Very Good,I,VS2,61.6,59.0,2359,5.71,5.75,3.53
51270,51271,0.73,Very Good,E,SI2,59.6,57.0,2359,5.87,5.91,3.51
51274,51275,0.72,Ideal,F,SI2,62.0,57.0,2359,5.72,5.76,3.56
51276,51277,0.72,Ideal,H,SI1,61.7,54.0,2359,5.77,5.81,3.57
51277,51278,0.84,Fair,I,VS2,65.1,57.0,2359,5.91,5.85,3.83
51278,51279,0.58,Ideal,E,VS1,60.8,57.0,2359,5.42,5.41,3.29
51281,51282,0.73,Very Good,F,SI1,63.5,56.0,2360,5.68,5.72,3.62
51290,51291,0.57,Ideal,F,VVS2,61.5,57.0,2360,5.36,5.31,3.28
51291,51292,0.75,Premium,E,SI1,59.8,60.0,2360,5.9,5.84,3.51
51292,51293,1.2,Premium,F,I1,62.9,58.0,2360,6.86,6.79,4.29
51295,51296,0.54,Ideal,G,IF,61.6,57.0,2361,5.22,5.27,3.23
51303,51304,0.31,Good,E,SI1,63.5,57.0,544,4.28,4.32,2.73
51313,51314,0.31,Premium,H,VS1,59.9,59.0,544,4.38,4.4,2.63
51331,51332,0.7,Very Good,F,VS2,61.6,58.0,2362,5.7,5.72,3.52
51334,51335,0.7,Very Good,F,VS2,62.4,57.0,2362,5.63,5.69,3.53
51340,51341,0.71,Premium,G,SI2,62.0,55.0,2362,5.77,5.71,3.56
51341,51342,0.74,Good,H,SI1,62.4,65.0,2362,5.78,5.71,3.59
51349,51350,0.7,Ideal,I,VS1,62.7,53.4,2363,5.66,5.74,3.57
51353,51354,0.72,Premium,F,SI1,62.0,60.0,2364,5.74,5.77,3.57
51357,51358,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
51369,51370,0.3,Very Good,D,VVS2,60.6,58.0,2366,4.33,4.35,2.63
51370,51371,0.61,Ideal,F,VS1,62.3,55.0,2366,5.46,5.49,3.41
51374,51375,0.7,Good,H,VS1,63.9,58.0,2367,5.67,5.59,3.6
51387,51388,0.71,Ideal,H,SI1,61.3,58.0,2368,5.73,5.78,3.53
51393,51394,0.66,Premium,F,VS1,60.8,58.0,2368,5.67,5.64,3.44
51394,51395,0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
51398,51399,0.74,Good,H,VS2,57.5,57.0,2369,5.94,6.01,3.44
51406,51407,0.97,Ideal,J,I1,61.6,54.0,2370,6.34,6.28,3.89
51407,51408,0.7,Good,E,SI1,58.3,64.0,2370,5.77,5.69,3.34
51413,51414,0.52,Ideal,E,VVS2,61.9,55.0,2371,5.15,5.19,3.2
51414,51415,0.77,Good,E,SI2,58.1,63.0,2371,6.02,6.06,3.5
51418,51419,0.72,Ideal,H,SI2,61.3,56.0,2372,5.75,5.77,3.53
51423,51424,0.85,Good,J,VS1,63.6,57.0,2372,6.01,5.94,3.8
51425,51426,0.7,Very Good,F,SI1,61.5,58.0,2373,5.65,5.7,3.49
51426,51427,0.7,Good,F,VS2,64.3,59.0,2373,5.6,5.56,3.59
51434,51435,0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54
51441,51442,0.7,Ideal,H,SI1,61.7,57.0,2375,5.7,5.68,3.51
51442,51443,0.7,Premium,H,VS1,61.8,62.0,2375,5.69,5.63,3.5
51446,51447,0.7,Ideal,G,VS2,62.9,56.0,2375,5.7,5.65,3.57
51449,51450,0.55,Premium,F,VS2,62.5,58.0,2376,5.25,5.22,3.27
51451,51452,0.6,Premium,H,VS1,60.8,59.0,2376,5.49,5.43,3.32
51456,51457,0.73,Ideal,G,SI2,61.1,57.0,2376,5.8,5.82,3.55
51460,51461,0.7,Premium,E,SI2,62.0,60.0,2376,5.72,5.67,3.53
51466,51467,0.9,Fair,G,SI2,65.4,57.0,2376,6.01,5.97,3.98
51468,51469,0.72,Premium,E,SI2,62.9,58.0,2376,5.74,5.68,3.59
51480,51481,0.78,Good,E,SI2,64.0,57.0,2379,5.84,5.81,3.73
51483,51484,0.58,Ideal,F,VVS2,62.5,56.0,2380,5.29,5.34,3.32
51485,51486,0.55,Ideal,F,VVS1,61.9,55.0,2380,5.27,5.3,3.27
51488,51489,0.71,Ideal,F,SI1,62.9,57.0,2381,5.71,5.65,3.57
51496,51497,0.7,Fair,F,VS1,67.8,60.0,2381,5.5,5.39,3.69
51502,51503,0.7,Good,D,SI2,59.2,60.0,2382,5.75,5.78,3.41
51504,51505,0.75,Very Good,E,SI2,60.9,59.0,2383,5.83,5.9,3.57
51511,51512,0.7,Premium,H,SI1,61.1,58.0,2383,5.73,5.69,3.49
51515,51516,0.7,Fair,G,VS1,65.8,61.0,2384,5.61,5.46,3.64
51516,51517,0.7,Fair,G,VS1,65.6,60.0,2384,5.57,5.5,3.63
51520,51521,0.72,Ideal,F,SI1,60.9,53.0,2385,5.83,5.79,3.54
51525,51526,0.7,Premium,E,SI1,61.3,58.0,2386,5.71,5.84,3.54
51526,51527,0.7,Good,E,SI1,63.6,62.0,2386,5.57,5.6,3.55
51527,51528,0.7,Very Good,E,SI1,62.9,56.0,2386,5.57,5.65,3.53
51538,51539,0.71,Ideal,G,SI1,62.2,56.0,2386,5.75,5.69,3.56
51539,51540,0.71,Premium,G,SI1,61.7,58.0,2386,5.74,5.71,3.53
51544,51545,0.71,Premium,E,SI2,62.2,57.0,2386,5.74,5.68,3.55
51547,51548,0.78,Premium,I,SI1,61.9,58.0,2387,5.93,5.87,3.65
51549,51550,0.52,Ideal,G,VVS1,60.6,57.0,2387,5.21,5.26,3.17
51552,51553,0.65,Premium,D,VS1,59.4,62.0,2387,5.72,5.66,3.38
51554,51555,0.51,Premium,D,VVS2,60.8,60.0,2387,5.23,5.14,3.15
51556,51557,0.71,Ideal,E,SI2,59.3,56.0,2388,5.89,5.84,3.48
51557,51558,0.52,Ideal,F,VVS1,62.0,54.0,2388,5.16,5.19,3.2
51562,51563,0.79,Premium,G,SI1,61.7,60.0,2389,5.93,5.91,3.65
51574,51575,0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
51575,51576,0.77,Premium,G,SI2,61.9,59.0,2391,5.88,5.84,3.63
51578,51579,0.65,Ideal,D,VS2,62.7,57.0,2392,5.56,5.5,3.47
51581,51582,0.72,Very Good,I,VS2,63.3,57.0,2393,5.66,5.72,3.6
51588,51589,0.73,Premium,F,SI2,58.3,58.0,2393,5.95,5.91,3.46
51589,51590,0.72,Ideal,H,SI2,61.3,56.0,2393,5.77,5.75,3.53
51591,51592,0.77,Good,H,SI1,63.0,65.0,2393,5.82,5.74,3.64
51599,51600,0.7,Good,E,VS2,64.2,60.0,2394,5.58,5.64,3.6
51606,51607,0.7,Fair,F,SI2,65.1,52.0,2394,5.64,5.57,3.65
51611,51612,0.7,Ideal,F,SI2,65.0,53.0,2394,5.61,5.56,3.63
51624,51625,1.05,Fair,I,I1,61.8,66.0,2396,6.48,6.37,3.97
51625,51626,0.7,Premium,E,SI1,61.2,62.0,2396,6.65,5.73,3.48
51627,51628,0.7,Premium,E,SI1,61.8,59.0,2396,5.63,5.57,3.46
51628,51629,0.72,Fair,G,VS1,66.4,57.0,2396,5.6,5.51,3.69
51630,51631,0.31,Premium,E,SI1,59.2,60.0,544,4.36,4.42,2.6
51633,51634,0.31,Very Good,H,VS1,61.4,61.0,544,4.33,4.36,2.67
51636,51637,0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
51638,51639,0.31,Ideal,G,VS2,61.6,54.0,544,4.39,4.41,2.71
51641,51642,0.31,Good,G,VS2,63.1,58.0,544,4.3,4.35,2.73
51644,51645,0.31,Premium,G,VS2,62.2,59.0,544,4.3,4.35,2.69
51646,51647,0.26,Very Good,G,VVS1,61.4,56.0,545,4.13,4.15,2.54
51647,51648,0.26,Very Good,G,VVS1,61.2,56.0,545,4.1,4.13,2.52
51649,51650,0.26,Very Good,G,VVS1,61.8,57.0,545,4.06,4.1,2.52
51651,51652,0.26,Ideal,G,VVS2,62.0,56.0,545,4.12,4.15,2.56
51652,51653,0.26,Ideal,G,VVS2,61.4,56.0,545,4.11,4.14,2.53
51653,51654,0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,4.1,2.54
51655,51656,0.3,Ideal,G,VS2,61.8,54.0,545,4.34,4.37,2.69
51657,51658,0.3,Ideal,G,VS2,62.0,54.0,545,4.33,4.35,2.69
51677,51678,0.72,Premium,H,SI1,62.5,57.0,2398,5.73,5.67,3.56
51683,51684,1.0,Fair,G,I1,64.9,56.0,2398,6.2,6.14,4.01
51686,51687,0.76,Ideal,I,SI1,61.6,54.0,2399,5.86,5.92,3.63
51694,51695,0.71,Very Good,I,VVS2,59.5,60.0,2400,5.82,5.87,3.48
51701,51702,0.7,Very Good,F,VS2,62.9,56.0,2400,5.66,5.73,3.58
51702,51703,0.7,Very Good,F,VS2,60.3,59.0,2400,5.76,5.79,3.48
51707,51708,0.71,Ideal,G,SI1,61.2,58.0,2400,5.77,5.79,3.54
51712,51713,0.78,Very Good,G,SI2,63.7,55.9,2401,5.82,5.85,3.72
51715,51716,0.7,Very Good,F,SI1,61.3,59.0,2401,5.68,5.74,3.5
51720,51721,0.7,Good,F,VS1,64.0,56.0,2401,5.6,5.65,3.6
51725,51726,0.7,Premium,F,SI1,61.9,59.0,2401,5.69,5.71,3.53
51728,51729,0.78,Fair,G,SI2,64.9,55.2,2401,5.75,5.82,3.76
51731,51732,0.71,Fair,H,VS1,66.4,62.0,2401,5.54,5.49,3.66
51733,51734,0.58,Ideal,F,VVS2,62.5,56.0,2401,5.34,5.29,3.32
51734,51735,0.58,Premium,D,VS1,59.2,60.0,2401,5.46,5.41,3.22
51736,51737,0.57,Ideal,F,VVS2,61.7,56.0,2402,5.31,5.35,3.29
51740,51741,0.76,Ideal,F,SI2,61.9,57.0,2403,5.87,5.9,3.64
51756,51757,0.62,Ideal,F,VS1,62.0,54.0,2406,5.46,5.5,3.4
51758,51759,0.65,Good,F,VS1,61.7,60.3,2406,5.53,5.57,3.42
51774,51775,0.72,Ideal,H,SI2,61.3,55.0,2410,5.78,5.81,3.55
51777,51778,0.71,Premium,E,SI2,59.0,60.0,2410,5.9,5.87,3.47
51779,51780,0.7,Good,F,SI2,64.1,59.0,2411,5.58,5.53,3.56
51780,51781,0.7,Very Good,I,VS1,63.1,57.0,2411,5.67,5.59,3.55
51783,51784,0.81,Fair,I,VS2,64.6,59.0,2414,5.83,5.78,3.75
51787,51788,0.74,Premium,F,SI1,60.7,59.0,2415,5.85,5.82,3.54
51790,51791,0.7,Very Good,I,VVS2,63.4,59.0,2415,5.6,5.57,3.54
51791,51792,0.7,Very Good,I,VVS2,63.3,55.0,2415,5.67,5.61,3.57
51794,51795,0.7,Ideal,F,SI1,62.0,55.0,2415,5.72,5.7,3.54
51795,51796,0.7,Premium,E,VS2,63.0,61.0,2415,5.64,5.51,3.51
51796,51797,0.7,Good,F,VS2,63.9,53.0,2415,5.65,5.61,3.6
51802,51803,0.7,Premium,I,VVS2,62.4,61.0,2415,5.75,5.6,3.54
51805,51806,0.75,Premium,G,SI1,60.4,58.0,2415,5.88,5.84,3.54
51818,51819,0.5,Ideal,F,IF,61.2,57.0,2419,5.11,5.15,3.14
51822,51823,0.71,Very Good,E,SI1,62.0,55.0,2420,5.72,5.76,3.56
51824,51825,0.72,Ideal,G,SI2,61.5,55.0,2420,5.79,5.82,3.57
51829,51830,0.7,Ideal,F,SI2,61.4,55.0,2421,5.73,5.77,3.53
51830,51831,0.7,Good,H,VS1,59.4,62.0,2421,5.71,5.74,3.4
51831,51832,0.72,Good,F,SI1,63.6,55.0,2421,5.71,5.64,3.61
51833,51834,0.7,Very Good,H,VS1,62.1,56.0,2422,5.65,5.68,3.52
51835,51836,0.72,Ideal,F,SI2,62.0,55.0,2422,5.76,5.79,3.58
51836,51837,0.72,Ideal,F,SI2,61.2,54.0,2422,5.81,5.86,3.57
51838,51839,0.78,Ideal,I,VS2,60.9,57.0,2422,5.97,5.92,3.62
51844,51845,0.71,Ideal,G,SI1,61.4,55.0,2423,5.75,5.79,3.54
51851,51852,0.7,Very Good,F,SI1,63.2,57.0,2423,5.68,5.62,3.57
51859,51860,0.76,Premium,F,SI2,62.3,55.0,2425,5.88,5.84,3.65
51860,51861,0.76,Premium,H,SI1,60.0,60.0,2425,5.8,5.76,3.76
51865,51866,0.52,Ideal,D,VVS2,60.4,57.0,2426,5.25,5.28,3.18
51867,51868,0.78,Ideal,J,VS1,61.4,57.0,2426,5.9,5.93,3.63
51878,51879,0.71,Very Good,H,VS2,59.2,63.0,2428,5.81,5.85,3.45
51879,51880,0.71,Good,I,VVS2,63.6,57.0,2428,5.66,5.69,3.61
51882,51883,0.61,Very Good,D,VS1,62.4,59.1,2429,5.42,5.45,3.39
51893,51894,0.6,Very Good,D,VS1,61.4,59.0,2431,5.41,5.44,3.33
51897,51898,0.71,Very Good,H,VS2,62.6,56.0,2432,5.68,5.72,3.57
51900,51901,0.7,Very Good,G,VS2,61.3,57.0,2433,5.66,5.7,3.48
51902,51903,0.53,Ideal,E,VVS2,61.8,55.0,2433,5.16,5.19,3.2
51906,51907,0.73,Ideal,E,SI2,60.4,56.0,2434,5.81,5.89,3.54
51907,51908,0.7,Good,E,SI2,63.7,55.0,2435,5.63,5.58,3.57
51914,51915,0.71,Very Good,F,SI1,61.8,58.0,2436,5.72,5.81,3.56
51919,51920,0.7,Very Good,F,VS2,60.5,58.0,2437,5.78,5.83,3.51
51924,51925,0.7,Fair,E,VS2,65.7,55.0,2437,5.45,5.51,3.6
51927,51928,0.93,Good,J,SI1,63.7,54.0,2438,6.15,6.09,3.9
51929,51930,0.81,Ideal,I,SI1,62.5,57.0,2439,5.98,5.92,3.72
51937,51938,0.55,Ideal,G,IF,60.0,57.0,2440,5.33,5.39,3.22
51942,51943,0.7,Good,F,VS1,63.7,57.0,2441,5.55,5.62,3.56
51948,51949,0.52,Ideal,H,IF,61.4,56.0,2441,5.19,5.23,3.2
51953,51954,0.63,Ideal,G,VVS2,62.6,56.0,2442,5.45,5.48,3.42
51958,51959,0.56,Ideal,G,IF,62.0,56.0,2442,5.3,5.32,3.29
51963,51964,0.3,Ideal,H,VS1,62.1,56.0,545,4.28,4.32,2.67
51964,51965,0.3,Ideal,H,VS1,61.9,58.0,545,4.3,4.32,2.67
51969,51970,0.26,Ideal,H,IF,61.2,57.0,545,4.13,4.16,2.53
51989,51990,0.25,Very Good,E,VVS2,63.2,59.0,548,3.98,4.0,2.52
51991,51992,0.59,Fair,F,VS2,64.4,56.0,2443,5.31,5.28,3.41
51992,51993,0.66,Very Good,E,VS2,63.3,56.3,2443,5.47,5.55,3.48
51996,51997,0.7,Good,I,VS1,61.1,61.0,2443,5.65,5.7,3.47
51997,51998,0.71,Premium,G,VS2,63.0,54.0,2443,5.69,5.64,3.57
51999,52000,0.83,Very Good,J,VS2,60.5,55.0,2444,6.08,6.11,3.69
52001,52002,0.72,Very Good,H,VS2,62.5,58.0,2444,5.67,5.73,3.56
52003,52004,0.7,Premium,E,SI1,62.0,60.0,2444,5.72,5.67,3.53
52006,52007,0.81,Ideal,I,VS2,62.4,54.8,2444,5.98,6.01,3.75
52023,52024,0.57,Ideal,E,VVS2,61.5,56.0,2447,5.31,5.35,3.28
52033,52034,0.71,Very Good,I,VVS2,63.1,58.0,2450,5.71,5.64,3.58
52037,52038,0.71,Premium,G,SI1,58.9,62.0,2450,5.92,5.83,3.46
52044,52045,0.76,Premium,E,SI2,62.4,58.0,2451,5.83,5.86,3.65
52046,52047,0.73,Ideal,I,VVS2,60.1,56.0,2451,5.88,5.86,3.53
52055,52056,1.02,Premium,F,I1,59.6,59.0,2452,6.51,6.45,3.87
52058,52059,0.7,Very Good,F,SI1,59.2,60.0,2453,5.77,5.79,3.42
52064,52065,0.73,Ideal,I,VS2,61.7,55.0,2453,5.79,5.82,3.58
52066,52067,0.79,Ideal,G,SI2,60.8,57.0,2453,5.99,5.96,3.63
52071,52072,0.71,Very Good,E,SI1,61.9,56.0,2455,5.68,5.72,3.53
52073,52074,0.73,Ideal,F,SI2,62.5,56.0,2455,5.73,5.75,3.59
52075,52076,0.71,Very Good,I,VVS1,63.0,58.0,2456,5.68,5.72,3.59
52076,52077,0.71,Very Good,I,VVS1,63.5,57.0,2456,5.65,5.68,3.6
52077,52078,0.75,Ideal,G,SI1,62.2,57.0,2456,5.8,5.84,3.62
52082,52083,0.84,Ideal,J,VS1,62.0,55.0,2456,6.07,6.06,3.76
52084,52085,0.77,Premium,H,SI1,60.9,60.0,2457,5.89,5.87,3.58
52085,52086,0.77,Premium,H,SI1,61.6,60.0,2457,5.91,5.87,3.59
52091,52092,0.71,Very Good,D,SI2,63.3,55.0,2458,5.72,5.65,3.6
52098,52099,0.7,Premium,G,VS1,58.3,58.0,2459,5.9,5.86,3.43
52102,52103,0.7,Ideal,E,SI1,62.3,57.0,2459,5.67,5.7,3.54
52107,52108,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
52111,52112,0.91,Good,F,SI2,56.9,62.0,2461,6.51,6.45,3.69
52114,52115,0.72,Very Good,H,VS2,61.4,57.0,2462,5.75,5.79,3.54
52116,52117,0.71,Ideal,I,VVS2,60.6,57.0,2463,5.73,5.78,3.49
52117,52118,0.74,Very Good,H,VS2,59.9,57.0,2463,5.87,5.91,3.53
52118,52119,0.75,Very Good,F,SI1,60.6,60.0,2463,5.88,5.91,3.57
52119,52120,0.56,Ideal,E,VVS2,62.6,54.0,2463,5.32,5.28,3.32
52131,52132,0.52,Premium,E,VVS2,60.1,59.0,2467,5.27,5.22,3.15
52135,52136,0.74,Ideal,J,VS1,61.7,57.0,2468,5.79,5.84,3.59
52142,52143,0.78,Premium,F,SI1,62.3,57.0,2469,5.86,5.85,3.65
52144,52145,0.62,Ideal,H,IF,61.9,55.0,2469,5.5,5.52,3.41
52146,52147,0.72,Ideal,F,SI1,61.7,55.0,2470,5.74,5.77,3.55
52151,52152,0.53,Very Good,D,VVS2,61.1,55.0,2472,5.22,5.28,3.21
52160,52161,0.7,Premium,D,SI1,60.8,58.0,2473,5.79,5.66,3.48
52161,52162,0.6,Ideal,D,VS2,61.4,53.0,2473,5.45,5.5,3.36
52162,52163,0.55,Ideal,G,VVS1,61.5,55.0,2473,5.28,5.26,3.24
52163,52164,0.72,Very Good,E,SI1,62.6,59.0,2474,5.66,5.71,3.56
52171,52172,0.7,Ideal,H,VS2,62.6,54.0,2475,5.7,5.73,3.58
52172,52173,0.77,Ideal,I,SI1,61.8,55.0,2475,5.89,5.93,3.65
